0.020000	8334.413457	
0.040000	8815.328577	
0.060000	8744.362234	
0.080000	10054.734924	
0.100000	8531.997783	
0.120000	8436.145053	
0.140000	9274.773903	
0.160000	9048.940981	
0.180000	9581.821780	
0.200000	8268.608177	
0.220000	9781.602957	
0.240000	10010.709973	
0.260000	9378.021217	
0.280000	10110.988008	
0.300000	8996.520470	
0.320000	8371.333346	
0.340000	8311.828619	
0.360000	8286.748340	
0.380000	9051.369471	
0.400000	8977.096282	
0.420000	9504.738633	
0.440000	9024.825705	
0.460000	8785.788983	
0.480000	9103.663665	
0.500000	9064.958116	
0.520000	8759.874949	
0.540000	8539.407399	
0.560000	9251.416429	
0.580000	8613.449292	
0.600000	8902.125325	
0.620000	8270.820433	
0.640000	9178.385113	
0.660000	8848.276351	
0.680000	8450.073796	
0.700000	8528.075255	
0.720000	9271.358778	
0.740000	8934.054436	
0.760000	9916.588628	
0.780000	9125.210257	
0.800000	9075.712755	
0.820000	9760.295161	
0.840000	9812.044676	
0.860000	8961.520425	
0.880000	8673.882341	
0.900000	9811.630231	
0.920000	9256.374980	
0.940000	9798.126373	
0.960000	8835.051454	
0.980000	9556.205053	
1.000000	8267.170403	
